SOURCE	TARGET
القرآن	القرآن	UC
والحديث	والحديث	UC
	؛	INSERT_PM
ولذلك	ولذلك	UC
يسهل	يسهل	UC
لي	علي	REPLACE_OM
	أن	INSERT_XM
أكون	أكون	UC
متخصصا	متخصصا	UC
في	في	UC
أصول	أصول	UC
الدين	الدين	UC
.	.	UC

رغبي	رغبتي	REPLACE_OM
في	في	UC
كلية	كلية	UC
الشريعة	الشريعة	UC
او	أو	REPLACE_OH
كلية	كلية	UC
اللغة	اللغة	UC
العربية	العربية	UC
"	.	REPLACE_PC
اريد	أريد	REPLACE_OH
ان	أن	REPLACE_OH
ادرس	أدرس	REPLACE_OH
في	في	UC
جامعة	جامعة	UC
الامام	الإمام	REPLACE_OH
كلية	كلية	UC
الشريعة	الشريعة	UC
او	أو	REPLACE_OH
كلية	كلية	UC
اللغة	اللغة	UC
العربية	العربية	UC
بعد	بعد	UC
معهد	المعهد	REPLACE_XF
	؛	INSERT_PM
لانني	لأنني	REPLACE_OH
اريد	أريد	REPLACE_OH
ان	أن	REPLACE_OH
اعرف	أميز	REPLACE_SW
بين	بين	UC
الحرام	الحرام	UC
والحلال	والحلال	UC
في	في	UC
الاسلام	الإسلام	REPLACE_OH
	.	INSERT_PM
كثير	كثيرون	REPLACE_XN
طلاب	الطلاب	REPLACE_XF
	من	INSERT_XM
الصين	الصين	UC
يدرسون	يدرسون	UC
فيها	فيها	UC
طبعا	طبعا	UC
	.	INSERT_PM
انا	أنا	REPLACE_OH
رغبي	رغبتي	REPLACE_OM
في	في	UC
كلية	كلية	UC
اللغة	اللغة	UC
العربية	العربية	UC
من	من	UC
اجل	أجل	REPLACE_OH
	أن	INSERT_XM
ادرس	أدرس	REPLACE_OH
القرآن	القرآن	UC
الكريم	الكريم	UC
ثم	ثم	UC
ارغب	أنتقل	REPLACE_SW
الى	إلى	REPLACE_OH
مصر	مصر	UC
	؛	INSERT_PM
ادرس	لأدرس	REPLACE_MI+REPLACE_OH
في	في	UC
جامعة	جامعة	UC
الازهر	الأزهر	REPLACE_OH
	،	INSERT_PM
هي	هي	UC
المؤسسة	المؤسسة	UC
الدينية	الدينية	UC
العلمية	العلمية	UC
الإسلامية	الإسلامية	UC
العالمية	العالمية	UC
الأكبر	الأكبر	UC
في	في	UC
العالم	العالم	UC
	،	INSERT_PM
يدرس	يدرس	UC
فيها	فيها	UC
اللغة	اللغة	UC
العربية	العربية	UC
والعلوم	والعلوم	UC
الاسلمية	الإسلامية	REPLACE_OH+REPLACE_OM
طلاب	طلاب	UC
من	من	UC
كل	كل	UC
دول	دول	UC
العالم	العالم	UC
	،	INSERT_PM
سادرس	سأدرس	REPLACE_OH
فيها	فيها	UC
ان	إن	REPLACE_OH
شاء	شاء	UC
الله	الله	UC
"	.	REPLACE_PC

الرحلة	الرحلة	UC
في	في	UC
الاسبوع	الأسبوع	REPLACE_OH
قادم	الماضي	REPLACE_SW
,	.	REPLACE_PC
ذهبت	ذهبت	UC
الى	إلى	REPLACE_OH
المكة	مكة	REPLACE_XF
مع	مع	UC
زملأء	الزملاء	REPLACE_SW
للعمرة	للعمرة	UC
.	.	UC
حملن	حملنا	REPLACE_OW
ملابس	ملابس	UC
كثير	كثيرة	REPLACE_XG
لاستعداد	لاستعداد	UC
للرحلة	للرحلة	UC
والعمرة	والعمرة	UC
.	.	UC
في	في	UC
الرحلة	الرحلة	UC
م	ما	REPLACE_SW
	كانت	INSERT_XM
عندن	عندنا	REPLACE_OW
الصعوبات	صعوبات	REPLACE_XF
,	،	REPLACE_PC
ولكن	ولكن	UC
	كانت	INSERT_XM
مشكلة	المشكلة	REPLACE_XF
في	في	UC
المكيف	مكيف	REPLACE_XF
السيارةز	السيارة ،	REPLACE_OD+REPLACE_PM
سفرن	سافرنا	REPLACE_OH+REPLACE_OM
بدون	بدون	UC
المكيف	مكيف	REPLACE_XF
في	في	UC
درجة	درجة	UC
حرارة	حرارة	UC
مرتفعة	مرتفعة	UC
.	.	UC
ذهبن	ذهبنا	REPLACE_OW
من	من	UC
الرياض	الرياض	UC
بعد	بعد	UC
صلاة	صلاة	UC
الظهر	الظهر	UC
في	في	UC
سعة	الساعة	REPLACE_SW
واحدة	الواحدة	REPLACE_XF
ونقراء	وقرأنا	REPLACE_SW
دعاء	دعاء	UC
للسفر	السفر	REPLACE_XT
,	،	REPLACE_PC
قفن	وقفنا	REPLACE_SW
اربعة	أربعة	REPLACE_OH
مرة	مرات	REPLACE_XN
لالطعم	للطعام	REPLACE_OD+REPLACE_OH+REPLACE_OM
	،	INSERT_PM
و ريادة	وزيادة	REPLACE_O
بترول	البترول	REPLACE_XF
	،	INSERT_PM
وينم	والنوم	REPLACE_SW
وكل	وكل	UC
شئ	شيء	REPLACE_OM
.	.	UC
وصلن	وصلنا	REPLACE_OW
الى	إلى	REPLACE_OH
المكة	مكة	REPLACE_XF
في	في	UC
السعة	الساعة	REPLACE_OH+REPLACE_OM
عاشرة	العاشرة	REPLACE_XF
ليلة	ليلا	REPLACE_OR
واتين	وذهبنا	REPLACE_SW
للعمرة	للعمرة	UC
مباشرة	مباشرة	UC
,	،	REPLACE_PC
وبعدها	وبعدها	UC
صلين	صلينا	REPLACE_OW
وجلسن	وجلسنا	REPLACE_OW
في	في	UC
المسجد	المسجد	UC
الحرم	الحرام	REPLACE_OH+REPLACE_OM
حتى	حتى	UC
صلاة	صلاة	UC
الصبه	الصبح	REPLACE_OR
.	.	UC
هذه	هذه	UC
الرحلة	الرحلة	UC
,	،	REPLACE_PC
الرحلة	رحلة	REPLACE_XF
السعيدة	سعيدة	REPLACE_XF
	،	INSERT_PM
وممتعة	وممتعة	UC
	،	INSERT_PM
ومتعبة	ومتعبة	UC
.	.	UC

التخصص	التخصص	UC
في	في	UC
المستقبل	المستقبل	UC
	.	INSERT_PM
إنني	إنني	UC
أرغب	أرغب	UC
جدابجد	جدا بجد	SPLIT
علي	في	REPLACE_SW
الداسية	دراسة	REPLACE_SW
الشريعة	الشريعة	UC
وتخصصها	والتخصص فيها	UNK
	؛	INSERT_PM
لكي	لكي	UC
أفهم	أفهم	UC
علوم	علوم	UC
الدين	الدين	UC
,	.	REPLACE_PC

المفتاح	المفتاح	UC
المضاع	الضائع	REPLACE_OD+REPLACE_OM
"	.	REPLACE_PC
في	في	UC
الإجازة	الإجازة	UC
الصيفية	الصيفية	UC
كنت	كنت	UC
في	في	UC
أمريكا	أمريكا	UC
.	.	UC
كنت	كنت	UC
مع	مع	UC
أسرتي	أسرتي	UC
	،	INSERT_PM
	في	INSERT_XM
إحدى	إحدى	UC
الليلي	الليالي	REPLACE_OH+REPLACE_OM
كنا	كنا	UC
نسافرإلى	مسافرين إلى	REPLACE_X
المدينة	المدينة	UC
التي	التي	UC
تتزوج	ستتزوج	REPLACE_MT
أختي	أختي	UC
فيها	فيها	UC
,	،	REPLACE_PC
وقفنا	وقفنا	UC
خلال	خلال	UC
الطريق	الطريق	UC
للراحة	للراحة	UC
والعشاء	والعشاء	UC
.	.	UC
كنا	كنا	UC
قافلة	قافلة	UC
متكونة	متكونة	UC
من	من	UC
ثلاثة	ثلاثة	UC
سيارات	سيارات	UC
,	،	REPLACE_PC
و تعطلت	وتعطل	REPLACE_X
إطار	إطار	UC
سيارة	سيارة	UC
أمي	أمي	UC
,	،	REPLACE_PC
اتصلنا	اتصلنا	UC
بالميكانيك	بالميكانيكي	REPLACE_OM
و انتظرنا	وانتظرنا	MERGE
حتى	حتى	UC
وصل	وصل	UC
إلينا	إلينا	UC
,	،	REPLACE_PC
ثم	ثم	UC
طلب	طلب	UC
منا	منا	UC
أن	أن	UC
تشغل	تشغل	UC
السيارة	السيارة	UC
,	،	REPLACE_PC
فعلته	فعلته	UC
أختي	أختي	UC
.	،	REPLACE_PC
فمشت	فمشت	UC
تصلي	تصلي	UC
الصلاة	الصلاة	UC
في	في	UC
الحشيش	الحشيش	UC
.	.	UC
حينما	حينما	UC
خلص	خلص	UC
الميكانيك من	الميكانيكي	UNK
عمله	عمله	UC
لم	لم	UC
نجد	نجد	UC
مفتاح	مفتاح	UC
السيارة	السيارة	UC
	،	INSERT_PM
كلنا	كلنا	UC
بدأنا	بدأنا	UC
البحث	البحث	UC
لها	عنه	REPLACE_SW
و لم	ولم	MERGE
نجد	نجد	UC
شيأ	شيئا	REPLACE_SW
فيها	فيها	UC
,	،	REPLACE_PC
مضى	مضى	UC
نصف	نصف	UC
ساعة	ساعة	UC
بدون	بدون	UC
نتيجة	نتيجة	UC
و ظننا	وظننا	MERGE
أن	أن	UC
المفتاح	المفتاح	UC
اضمحل	اضمحل	UC
.	.	UC
ثم	ثم	UC
فحصنا	فحصت	REPLACE_XN
أنا	أنا	UC
و أبي	وأبي	MERGE
في	في	UC
الحشيش	الحشيش	UC
الذي	الذي	UC
صلت	صلت	UC
فيه	فيه	UC
أختي	أختي	UC
و اكتشف	واكتشف	MERGE
أبي	أبي	UC
على		DELETE_XM
المطلوب	المطلوب	UC
.	.	UC
"		DELETE_PM

تخصصي	تخصصي	UC
في	في	UC
الكلية	الكلية	UC
	.	INSERT_PM
منذ	منذ	UC
أن	أن	UC
من	من	UC
الله	الله	UC
علي	علي	UC
بحفظ	بحفظ	UC
كتابه	كتابه	UC
الكريم	الكريم	UC
في	في	UC
البلد	البلد	UC
بدأت	بدأت	UC
أتفكر	أفكر	REPLACE_OD
في	في	UC
كلية	كلية	UC
القرءان	القرآن	REPLACE_OD+REPLACE_OH
الكريم	الكريم	UC
وبدأت	وبدأت	UC
أرسل	أرسل	UC
طلباتي	طلباتي	UC
إلى	إلى	UC
الجامعات	الجامعات	UC
السعودية	السعودية	UC
خصوصا	خصوصا	UC
جامعة	الجامعة	REPLACE_XF
الإسلامية	الإسلامية	UC
وجامعة	وجامعة	UC
الإمام	الإمام	UC
،	،	UC
فوفقت	فوفقت	UC
في	في	UC
جامعة	جامعة	UC
الإمام	الإمام	UC
ولله	ولله	UC
الحمد	الحمد	UC
	.	INSERT_PM
وبعد	وبعد	UC
أن	أن	UC
قبلت	قبلت	UC
فيها	فيها	UC
بدأت	بدأت	UC
التساهلات	التساؤلات	REPLACE_OR
عن	عن	UC
الكليات	الكليات	UC
فيها	فيها	UC
فأخبرت	فأخبرت	UC
أنه	أنه	UC
لا	لا	UC
يوجد	يوجد	UC
كلية	كلية	UC
مستقلة	مستقلة	UC
فيها	فيها	UC
تسمى	تسمى	UC
كلية	كلية	UC
القرءان	القرآن	REPLACE_OD+REPLACE_OH
إلا	إلا	UC
أصول	أصول	UC
الدين	الدين	UC
حيث	حيث	UC
يوجد	يوجد	UC
فيه	فيها	REPLACE_XG
أقسام	أقسام	UC
منها	منها	UC
القراءات	القراءات	UC
	،	INSERT_PM
فبدأت	فبدأت	UC
أهيئ	أهيئ	UC
نفسي	نفسي	UC
لقسم	لقسم	UC
القراءات	القراءات	UC
	؛	INSERT_PM
لأن	لأن	UC
دولتنا	دولتنا	UC
في	في	UC
حاجة	حاجة	UC
ماسة	ماسة	UC
إلى	إلى	UC
من	من	UC
يتعلم	يتعلم	UC
القرآن	القرآن	UC
بأكمل	بأكمل	UC
الوجه	الوجه	UC
ويعلمه	ويعلمه	UC
غيره	غيره	UC
،	؛	REPLACE_PC
لأن	لأن	UC
في	في	UC
دولتنا	دولتنا	UC
واحد	واحد	UC
فقط	فقط	UC
من	من	UC
حصل	حصل	UC
على	على	UC
الدكتوراه	الدكتوراه	UC
في	في	UC
هذا	هذا	UC
القسم	القسم	UC
وهو	وهو	UC
منذ	منذ	UC
أن	أن	UC
دخل	دخل	UC
في	في	UC
البلد	البلد	UC
كنت	كانت	REPLACE_MI
ألازمه	الأزمة	REPLACE_OH+REPLACE_OT
	،	INSERT_PM
حتى	حتى	UC
قرأت	قرأت	UC
عليه	عليه	UC
كامل	كامل	UC
القرآن	القرآن	UC
فأجازني	فأجازني	UC
وأبدى	وأبدى	UC
لي	لي	UC
رأيه	رأيه	UC
على	على	UC
أن	أن	UC
الذي	الذي	UC
يناسبني	يناسبني	UC
هو	هو	UC
كلية	كلية	UC
القرآن	القرآن	UC
.	،	REPLACE_PC
وأن	وأن	UC
الناس	الناس	UC
سينتفعون	سينتفعون	UC
بي	بي	UC
في	في	UC
المستقبل	المستقبل	UC
حينما	حينما	UC
أتخصص	أتخصص	UC
في	في	UC
تلك	تلك	UC
الكلية	الكلية	UC
.	.	UC
وبدأت	وبدأت	UC
أحفظ	أحفظ	UC
بعض	بعض	UC
المتون	المتون	UC
الخاصة	الخاصة	UC
في القرآن	بالقرآن	REPLACE_S
منها	منها	UC
تحفة	تحفة	UC
الأطفال	الأطفال	UC
	،	INSERT_PM
والجزرية	والجزرية	UC
	،	INSERT_PM
والشاطبية	والشاطبية	UC
وهي	وهي	UC
اللتي	التي	REPLACE_OD
أحفظه	أحفظها	REPLACE_XG
الآن	الآن	UC
قليلا	قليلا	UC
فقليلا	فقليلا	UC
.	،	REPLACE_PC
ولعلي	ولعلي	UC
أكملها	أكملها	UC
قبل	قبل	UC
قبولي	قبولي	UC
في	في	UC
الكلية	الكلية	UC
إن	إن	UC
شاءالله	شاء الله	SPLIT
.	.	UC
والذي	والذي	UC
أريده	أريده	UC
بعد	بعد	UC
كل	كل	UC
هذه	هذا	REPLACE_XG
هو	هو	UC
أن	أن	UC
أكون	أكون	UC
قارئا	قارئا	UC
ومقرئا	ومقرئا	UC
في	في	UC
بلدي	بلدي	UC
خاصة	خاصة	UC
،	،	UC
ولجميع	ولجميع	UC
افريقيا	إفريقيا	REPLACE_OH
عامة	عامة	UC
،	،	UC
وأبني	وأبني	UC
مركزالداخلي	مركزا داخليا	REPLACE_X
يحفظ	يحفظ	UC
فيه	فيه	UC
القرآن	القرآن	UC
ويتعلم	وتعلم	REPLACE_MT
فيه	فيه	UC
القرآءات	القراءات	REPLACE_OR
بجميعها	بجميعها	UC
,	؛	REPLACE_PC
لكي	لكي	UC
أكون	أكون	UC
من	من	UC
أهل	أهل	UC
الخيرية	الخيرية	UC
المذكور	المذكور	UC
في	في	UC
الحديث	الحديث	UC
&lt;	"	REPLACE_PC+REPLACE_XT
خيركم	خيركم	UC
من	من	UC
تعلم	تعلم	UC
القآن	القرآن	REPLACE_OM
وعلمه	وعلمه	UC
&gt;	"	REPLACE_PC+REPLACE_XT
وحتى	وحتى	UC
تكون	تكون	UC
كلمة	كلمة	UC
الله	الله	UC
هي	هي	UC
العليا	العليا	UC
في	في	UC
كل	كل	UC
مكان	مكان	UC
وزمان	وزمان	UC
،	،	UC
حيث	حيث	UC
كفل	تكفل	REPLACE_OM
الله	الله	UC
بحفظه	بحفظه	UC
فقال	فقال	UC
&lt;	: "	REPLACE_PC+REPLACE_XT
إنا	إنا	UC
نحن	نحن	UC
نزانا	نزلنا	REPLACE_OR
الذكر	الذكر	UC
وإناله	وإنا له	SPLIT
لحافظون	لحافظون	UC
&gt;	" ،	REPLACE_PC+REPLACE_XT
فحفظ	فحفظ	UC
الله	الله	UC
القرآن	القرآن	UC
حفظه	بحفظه	REPLACE_XM
في	في	UC
الصدوروالستور	الصدور والسطور	REPLACE_X
ولم	ولم	UC
يتكفل	يتكفل	UC
بحفظ	بحفظ	UC
كتاب	كتاب	UC
مثل	مثل	UC
القرآن	القرآن	UC
الكريم	الكريم	UC
من	من	UC
الوراة	التوراة	REPLACE_OM
	،	INSERT_PM
والإنجيل	والإنجيل	UC
	،	INSERT_PM
والزبور	والزبور	UC
وغيره	وغيره	UC
من	من	UC
الكتب	الكتب	UC
المنزلة	المنزلة	UC
منذ	منذ	UC
عهد	عهد	UC
آدم	آدم	UC
عليه	عليه	UC
السلام	السلام	UC
إلى	إلى	UC
‘ هد	عهد	REPLACE_OM+REPLACE_PT
محمد	محمد	UC
صلى	صلى	UC
الله	الله	UC
عليه	عليه	UC
وسلم	وسلم	UC
ونحن	ونحن	UC
أفضل	أفضل	UC
الأمة	أمة	REPLACE_XF
وكتابنا	وكتابنا	UC
أفضل	أفضل	UC
الكتب	الكتب	UC
ورسولنا	ورسولنا	UC
أفضل	أفضل	UC
الرسل	الرسل	UC
&lt;	"	REPLACE_PC+REPLACE_XT
كنتم	كنتم	UC
خير	خير	UC
أمة	أمة	UC
أخرجت	أخرجت	UC
للناس	للناس	UC
تأمرون	تأمرون	UC
بالمعروف	بالمعروف	UC
وتنهون	وتنهون	UC
عن	عن	UC
المنكروتؤمنون	المنكر وتؤمنون	SPLIT
بالله	بالله	UC
&gt;	"	REPLACE_PC+REPLACE_XT
الآية	الأية	REPLACE_OH
.	.	UC
والله	والله	UC
أسأل	أسأل	UC
أن	أن	UC
يحقق	يحقق	UC
لي	لي	UC
قصدي	قصدي	UC
وأن	وأن	UC
ييسرلي	ييسر لي	SPLIT
السبيل	السبيل	UC
الموصل	الموصل	UC
إليه	إليه	UC
وأن	وأن	UC
يجعل	يجعل	UC
عملي	عملي	UC
خالصا	خالصا	UC
لوجهه	لوجهه	UC
الكريم	الكريم	UC
.	.	UC
وصلى	وصلى	UC
الله	الله	UC
على	على	UC
نبينا	نبينا	UC
محمد	محمد	UC
وعلى	وعلى	UC
آله	آله	UC
وصحبه	وصحبه	UC
وسلم	وسلم	UC
.	.	UC

تخصصي	تخصصي	UC
الآخرة	الآخرة	UC
:	.	REPLACE_PC
عندما	عندما	UC
كنت	كنت	UC
في	في	UC
الثانوي	الثانوي	UC
لم	لم	UC
أدرك	أدرك	UC
أهمية	أهمية	UC
الإسلام	الإسلام	UC
في	في	UC
حياتي	حياتي	UC
حتى	حتى	UC
ظننت	ظننت	UC
أنني	أنني	UC
سأدرس	سأدرس	UC
وظيفة	لوظيفة	REPLACE_MI
المحاسب	المحاسب	UC
القانوني	القانوني	UC
لأنني	لأنني	UC
كنت	كنت	UC
أحب	أحب	UC
المال	المال	UC
وترتيبه	وترتيبه	UC
وغير	وغير	UC
ذلك	ذلك	UC
،	،	UC
وبعد	وبعد	UC
التخرج	التخرج	UC
في	من	REPLACE_SW
الثانوي	الثانوي	UC
أخذت	أخذت	UC
نسبة	نسبة	UC
عالية	عالية	UC
الحمد	الحمد	UC
لله	لله	UC
ولكن	ولكن	UC
والدي	والدي	UC
لم	لم	UC
يسمعها	يسمح	REPLACE_OD+REPLACE_OR
ذهابي	بذهابي	REPLACE_XM
إلى	إلى	UC
بلدي	بلدي	UC
لكي	لكي	UC
أكمل	أكمل	UC
الدراسة	الدراسة	UC
فقلقت	فقلقت	UC
كثيرا	كثيرا	UC
عن	عن	UC
دراستي	دراستي	UC
لأن	لأن	UC
صديقاتي	صديقاتي	UC
قبلن	قبلن	UC
في	في	UC
الجامعات	جامعات	REPLACE_XF
معلومة	معلومة	UC
في	في	UC
التخصصات	تخصصات	REPLACE_XF
عالية	عالية	UC
إلا	إلا	UC
أنا	أنا	UC
متركة	متروكة	REPLACE_OH+REPLACE_OM
في	في	UC
المملكة	المملكة	UC
بوحدي	بوحدي	UC
	،	INSERT_PM
وهكذا	وهكذا	UC
بعد	بعد	UC
التأمل	التأمل	UC
والنصح	والنصح	UC
بعد	بعد	UC
الفترة	فترة	REPLACE_XF
اخترت	اخترت	UC
اللغة	اللغة	UC
العربية	العربية	UC
والحمد	والحمد	UC
لله	لله	UC
ما	ما	UC
ندمت	ندمت	UC
عن	عن	UC
هزا	هذا	REPLACE_OR
الشيء	الشيء	UC
ولن	ولن	UC
أن م	أندم	UNK
أبدا	أبدا	UC
إن	إن	UC
شاء	شاء	UC
الله	الله	UC
.	.	UC
غايتي	غايتي	UC
أن	أن	UC
أكون	أكون	UC
داعية	داعية	UC
/	/	UC
سفيرة	سفيرة	UC
بلدي	بلدي	UC
وأن	وأن	UC
أزيل	أزيل	UC
كل	كل	UC
الشرك	الشرك	UC
التي	الذي	REPLACE_XG
تتعلق	تتعلق	UC
	به	INSERT_XM
عائلتي	عائلتي	UC
لأن	لأن	UC
الدليل	الدليل	UC
قوله	قوله	UC
تعالى	تعالى	UC
:	:	UC
"	"	UC
يا	يا	UC
أيها	أيها	UC
الذين	الذين	UC
آمنوا	آمنوا	UC
قوا	قوا	UC
أنفسكم	أنفسكم	UC
وأهليكم	وأهليكم	UC
نارا	نارا	UC
"	"	UC
وهذا	وهذا	UC
الدليل	الدليل	UC
دائما	دائما	UC
يشغلن	يشغلني	REPLACE_OM
بالتفكر	بالتفكير	REPLACE_OM
وصحتها	وصحته	REPLACE_XG
الحقيقي	الحقيقية	REPLACE_XG
	،	INSERT_PM
والحمد	والحمد	UC
لله	لله	UC
صارت	صار	REPLACE_XG
مكاني	مكاني	UC
أحسن	أحسن	UC
من	من	UC
الماضي	الماضي	UC
والآن	والآن	UC
يوجد	توجد	REPLACE_MI
مؤسسات	مؤسسات	UC
كثيرة	كثيرة	UC
للدعوة	للدعوة	UC
وتحقيق	وتحقيق	UC
كلمة	كلمة	UC
الإسلام	الإسلام	UC
وهو	وفيهم	REPLACE_SW
قدوتي	قدوتي	UC
بعد	بعد	UC
النبي	النبي	UC
	،	INSERT_PM
صلى	صلى	UC
الله	الله	UC
عليه	عليه	UC
وسلم	وسلم	UC
،	.	REPLACE_PC
إن	إن	UC
شاء	شاء	UC
الله	الله	UC
لعلني	لعلني	UC
سوف	سوف	UC
أكون	أكون	UC
داعية	داعية	UC
الإسلام	الإسلام	UC
يوم	يوما	REPLACE_XC
من	من	UC
الأيام	الأيام	UC
وأن	وأن	UC
آخذ	آخذ	UC
دكتوراه	دكتوراه	UC
في	في	UC
الإسلام	الإسلام	UC
إن	إن	UC
شاء	شاء	UC
الله	الله	UC
،	،	UC
آمين	أمين	REPLACE_OH
.	.	UC

رحلة	رحلة	UC
إلى	إلى	UC
مكة	مكة	UC
	.	INSERT_PM
الرحلة	الرحلة	UC
إلي	إلى	REPLACE_OA
مكة	مكة	UC
	.	INSERT_PM
في	في	UC
الصباح	صباح	REPLACE_XF
يوم	يوم	UC
الثلاثاء	الثلاثاء	UC
ذهبنا	ذهبنا	UC
إلي	إلى	REPLACE_OA
محطة	محطة	UC
الحا فلات	الحافلات	MERGE
فدخلنا	فدخلنا	UC
ثم	ثم	UC
سرنا	سرنا	UC
في	في	UC
رعاية	رعاية	UC
الله	الله	UC
حتي	حتى	REPLACE_OA
وصلنا	وصلنا	UC
إلى	إلى	UC
ميقات	الميقات	REPLACE_XF
	،	INSERT_PM
فنزلنا	فنزلنا	UC
ثم	ثم	UC
